@relation disaster_tweets

@attribute text string
@attribute class_attr {derailment, fire, crash, wildfire, earthquake, bombings, shooting, flood, building_collapse, typhoon, explosion}

@data
'picture derailment train it think',derailment
'news dot dot live stream train derailment coverage',derailment
'sunday derailment first history get latest update',derailment
' train crash engineer  daze situation lawyer say engineer train de',derailment
'metro north it metro north second derailment year',derailment
' train crash probe begin us authorities begin investigation i',derailment
'photo first responder gather derailment metro north passenger train ',derailment
' train crash photo derailment ',derailment
'more  say people dead injure train derailment  m',derailment
'video  time minute  train crash investigation  magazine go biweekly self',derailment
'governor dead hurt train derailment',derailment
'hell go weekend four dead injure  passenger train derailment',derailment
'damn pray involve train derailment  car crash',derailment
'engineer doze train derailment source say',derailment
'do physic make derailment',derailment
'investigate train derailment investigator look possible criminal charge engineer',derailment
'update  train crash lose focus source ',derailment
'union official engineer nod derailment',derailment
'much stuff happen right now passenger train derail  hope affect ok',derailment
'death past week glasgow crash scot monument death  derailment paul walker crash rip',derailment
'driver  train crash drink drug us say',derailment
' city commuter face delay rail derailment see topic',derailment
'andrew announce probe  train derailment',derailment
'engineer daydream crash  daily news  daily engineer d',derailment
'pic see link train derailment protest',derailment
'crash fifth derailment year',derailment
'break passenger train derail  city',derailment
'train driver say experience highway hypnosis prior last week  derailment it',derailment
'derailment leave dead dozens injure derailment leave',derailment
'train derailment raise question technology',derailment
' train crash inquiry focus engineer action time   train crash i',derailment
'derail train go mph curve official  daily news  daily n',derailment
'multiple death train derailment',derailment
're metro north hs terrace view be establish family family member seek',derailment
'train speed derailment investigator say',derailment
'train derailment  city leave four dead dozens injure investigate',derailment
'least four dead commuter train derailment  train derail sunday kill',derailment
'video engineer fell train wreck',derailment
'city room  today derailment affect commute option take',derailment
'derailment  dead injure injure',derailment
'official confirm major train derailment   metro north train multiple injury report stay update',derailment
'derailment feed order change  railway  us transportation official order t',derailment
'photo carriage  city train derailment user',derailment
' union official engineer catch nod control train derailment',derailment
'police say passenger train derail car',derailment
'train travel more mph time crash fox news',derailment
'engineer crash call kind people who know rockefeller who',derailment
